T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
156,China,2010,Tourism expenditure (millions of US dollars),,,45814,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
156,China,2016,Tourism expenditure (millions of US dollars),,,44432,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
156,China,2017,Tourism expenditure (millions of US dollars),,,38559,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
156,China,2018,Tourism expenditure (millions of US dollars),,,40386,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2005,Tourist/visitor arrivals (thousands),TF,,14773,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2010,Tourist/visitor arrivals (thousands),TF,,20085,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2016,Tourist/visitor arrivals (thousands),TF,,26553,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2017,Tourist/visitor arrivals (thousands),TF,,27884,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2018,Tourist/visitor arrivals (thousands),TF,,29263,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2005,Tourism expenditure (millions of US dollars),,,13588,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2010,Tourism expenditure (millions of US dollars),,,27208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2016,Tourism expenditure (millions of US dollars),,,37838,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2017,Tourism expenditure (millions of US dollars),,,38170,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
344,"China, Hong Kong SAR",2018,Tourism expenditure (millions of US dollars),,,41870,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",1995,Tourist/visitor arrivals (thousands),TF,,4202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2005,Tourist/visitor arrivals (thousands),TF,,9014,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2010,Tourist/visitor arrivals (thousands),TF,,11926,"Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2016,Tourist/visitor arrivals (thousands),TF,,15703.6,"Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2017,Tourist/visitor arrivals (thousands),TF,,17255,"Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2018,Tourist/visitor arrivals (thousands),TF,,18493,"Does not include other non-residents namely workers, students, etc.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",1995,Tourism expenditure (millions of US dollars),,,3233,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2005,Tourism expenditure (millions of US dollars),,,7181,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2010,Tourism expenditure (millions of US dollars),,,22688,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2016,Tourism expenditure (millions of US dollars),,,31015,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2017,Tourism expenditure (millions of US dollars),,,36465,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
446,"China, Macao SAR",2018,Tourism expenditure (millions of US dollars),,,40358,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,1995,Tourist/visitor arrivals (thousands),TF,,1399,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2005,Tourist/visitor arrivals (thousands),TF,,933,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2010,Tourist/visitor arrivals (thousands),TF,,1405,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2016,Tourist/visitor arrivals (thousands),TF,,3254,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2017,Tourist/visitor arrivals (thousands),TF,,3631,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2018,Tourist/visitor arrivals (thousands),TF,,3904,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,1995,Tourism expenditure (millions of US dollars),,,887,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2005,Tourism expenditure (millions of US dollars),,,1891,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2010,Tourism expenditure (millions of US dollars),,,3441,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2016,Tourism expenditure (millions of US dollars),,,5584,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2017,Tourism expenditure (millions of US dollars),,,5882,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
170,Colombia,2018,Tourism expenditure (millions of US dollars),,,6617,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,1995,Tourist/visitor arrivals (thousands),TF,,23,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2005,Tourist/visitor arrivals (thousands),TF,,25.9,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2010,Tourist/visitor arrivals (thousands),TF,,15.3,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2016,Tourist/visitor arrivals (thousands),TF,,26.8,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2017,Tourist/visitor arrivals (thousands),TF,,28,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2018,Tourist/visitor arrivals (thousands),TF,,35.9,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,1995,Tourism expenditure (millions of US dollars),,,22,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2005,Tourism expenditure (millions of US dollars),,,24.4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2010,Tourism expenditure (millions of US dollars),,,35.2,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2016,Tourism expenditure (millions of US dollars),,,50.5,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2017,Tourism expenditure (millions of US dollars),,,60.6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
174,Comoros,2018,Tourism expenditure (millions of US dollars),,,76.7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2005,Tourist/visitor arrivals (thousands),TF,,35,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2010,Tourist/visitor arrivals (thousands),TF,,194,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2016,Tourist/visitor arrivals (thousands),TF,,211,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2017,Tourist/visitor arrivals (thousands),TF,,149,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2018,Tourist/visitor arrivals (thousands),TF,,156,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,1995,Tourism expenditure (millions of US dollars),,,14.6691,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2010,Tourism expenditure (millions of US dollars),,,39,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
178,Congo,2016,Tourism expenditure (millions of US dollars),,,42.9,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,1995,Tourist/visitor arrivals (thousands),TF,,48,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2005,Tourist/visitor arrivals (thousands),TF,,88,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2010,Tourist/visitor arrivals (thousands),TF,,104,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2016,Tourist/visitor arrivals (thousands),TF,,146,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2017,Tourist/visitor arrivals (thousands),TF,,161,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2018,Tourist/visitor arrivals (thousands),TF,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,1995,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2005,Tourism expenditure (millions of US dollars),,,91,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2010,Tourism expenditure (millions of US dollars),,,111,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
184,Cook Islands,2016,Tourism expenditure (millions of US dollars),,,137,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
